|Luna|https://en.wikipedia.org/wiki/Abz%C3%BB
|Luna|https://en.wikipedia.org/wiki/Blasphemous_(video_game)
|Luna|https://en.wikipedia.org/wiki/Control_(video_game)
|Luna|https://en.wikipedia.org/wiki/Grid_(video_game)
|Luna|https://en.wikipedia.org/wiki/Bloodstained:_Ritual_of_the_Night
|Luna|https://en.wikipedia.org/wiki/Contra_(video_game)
|Luna|https://en.wikipedia.org/wiki/Indivisible_(video_game)
|Luna|https://en.wikipedia.org/wiki/Iconoclasts_(video_game)
|Luna|https://en.wikipedia.org/wiki/Rime_(video_game)
|Luna|https://en.wikipedia.org/wiki/Obduction_(video_game)
|Luna|https://en.wikipedia.org/wiki/Ken_Follett%27s_The_Pillars_of_the_Earth
|Luna|https://en.wikipedia.org/wiki/Redout_(video_game)
|Luna|https://en.wikipedia.org/wiki/Shantae_and_the_Pirate%27s_Curse
|Luna|https://en.wikipedia.org/wiki/Shantae:_Half-Genie_Hero
|Luna|https://en.wikipedia.org/wiki/SteamWorld_Heist
|Luna|https://en.wikipedia.org/wiki/Tacoma_(video_game)
|Luna|https://en.wikipedia.org/wiki/Wonder_Boy_(video_game)
|Luna|https://en.wikipedia.org/wiki/Yoku%27s_Island_Express
|Luna|https://en.wikipedia.org/wiki/Yooka-Laylee_and_the_Impossible_Lair